player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,trank_year
Gianni Hunt,East Texas A&M,Slnd,30,79.9,102.1,22.5,46.8,52.87,2.3,13.4,31.2,20.5,94,123,0.764,64,139,0.46,40,126,0.317,0.5,2.9,46.4,Sr,6-4,25,1.39485,104.919,2.7,2026,71463,"Lakewood, CA",35.8,2.06576839,50,100,14,39,0.5000,0.3590,0,0,,,110.03,111.678,2.51549,171.762,0.0490227,0.211205,-0.162182,-0.60463,31.0688,-0.802226,0.197597,0.6250,3.5938,4.2188,4.9062,1.6250,0.1250,10.8125,Scoring PG,7.66931,2000-08-06,2026
Morgan Safford,Kent St.,MAC,29,75.1,115.9,20,50.5,55.87,7,12.9,8.3,13.2,101,128,0.789,62,129,0.481,62,178,0.348,1.8,1.5,41.7,Sr,6-5,8,2.29834,113.665,3.8,2026,71540,"Columbus, OH",,0.95553335,50,90,12,39,0.5556,0.3077,3,3,1.0000,,111.558,110.839,2.53472,156.421,1.30472,1.87049,-0.565771,0.80049,31.2067,1.4431,-0.64261,1.9667,3.7000,5.6667,1.4333,0.9333,0.4667,14.4333,Wing F,10.6784,2001-02-23,2026
Isaiah Ihnen,Liberty,CUSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-9,7,-0.0341452,-6.05283,0,2026,71553,"Boeblingen, Germany",80.4,0.00000000,,,,,,,,,,,121.936,128.396,0.00206543,0.00827006,-5.16284,-2.72959,-2.43325,-10.6225,0.1000,-5.60814,-5.01436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,C,0,2000-10-15,2026
Matt Van Komen,Marshall,SB,21,36,120.8,17.2,72.5,74.22,14.4,25.5,4.7,26.6,32,41,0.78,66,91,0.725,0,0,0,13.5,0.6,45.1,Sr,7-4,13,1.63171,114.489,3.9,2026,71578,"Lehi, UT",55.0,0.36109754,59,70,7,21,0.8429,0.3333,34,35,0.9714,,103.233,104.806,2.17562,107.859,3.51622,-1.0895,4.60572,3.36493,20.9318,1.28121,2.08372,2.6364,5.0000,7.6364,0.5909,0.2273,2.6364,7.8182,C,0,2000-10-15,2026
Jordan Brinson,Cal St. Northridge,BW,30,45.6,113.7,9.7,49.5,52.74,2.8,13,13.1,16.2,15,18,0.833,15,33,0.455,20,58,0.345,0.4,0.8,19.8,Sr,6-2,23,0.405234,98.5409,2.3,2026,71663,"Inglewood, CA",,3.11784653,7,20,8,13,0.3500,0.6154,0,0,,,110.971,112.795,1.41016,95.4329,-0.95554,-0.666759,-0.28878,-1.11293,18.6031,-1.4887,0.375769,0.4688,2.4062,2.8750,1.6562,0.4062,0.0625,3.5938,Combo G,5.37361,1999-12-31,2026
Hosana Kitenge,UC Santa Barbara,BW,30,52.6,99.8,22.6,56.6,57.77,8.6,17.6,17.2,27.5,40,66,0.606,91,159,0.572,2,7,0.286,3.3,2.2,39.8,Sr,6-8,34,0.820355,103.588,6.9,2026,71791,"Crawley, United Kingdom",,0.80884703,81,134,10,25,0.6045,0.4000,2,2,1.0000,,105.122,107.348,1.97058,123.406,0.715555,-1.75144,2.467,-1.2646,20.7469,-2.71166,1.44707,1.5000,2.9688,4.4688,1.7188,0.7812,0.5625,7.5312,PF/C,0.650008,2000-12-17,2026
Liam McChesney,Creighton,BE,4,0.7,44.2,36.1,25,25,13.7,12.9,0,38.2,0,0,0,1,2,0.5,0,2,0,11.1,6.9,0,Jr,6-10,13,-0.341377,46.0519,4.7,2026,71840,"Prince Rupert, Canada",65.6,0.00000000,1,1,0,1,1.0000,0.0000,1,1,1.0000,,92.0799,88.7182,0.336464,2.59356,-14.0169,-18.4977,4.48089,-19.7717,2.1250,-18.4211,-1.35068,0.2500,0.2500,0.5000,0.0000,0.2500,0.2500,0.5000,PF/C,13.0251,2001-09-26,2026
Tariq Ingraham,Memphis,Amer,25,18.1,106.8,17.7,50,55.59,9.3,10.8,3.9,17.6,28,42,0.667,26,50,0.52,0,2,0,2.5,1.7,80.8,Sr,6-9,19,0.471467,106.962,6,2026,71940,"Philadelphia, PA",8.8,0.38461540,22,40,4,10,0.5500,0.4000,6,7,0.8571,,109.504,105.517,0.930166,37.9284,-2.16434,-1.94444,-0.219894,-1.39511,9.3440,-2.25017,0.855065,0.8000,0.9200,1.7200,0.2000,0.2800,0.2000,3.2000,C,0.479397,2000-10-03,2026
Josh Ogundele,Hampton,CAA,26,38.3,108.9,20.5,57.4,59.09,9.4,12.6,8.5,18.5,46,75,0.613,60,106,0.566,4,9,0.444,3,1.6,65.2,Sr,7-0,23,0.957507,107.986,4.6,2026,72241,"London, United Kingdom",17.8,0.54838427,55,88,5,18,0.6250,0.2778,2,3,0.6667,,108.82,112.921,1.312,73.967,-1.38449,-1.42811,0.0436182,-1.48426,17.6074,-0.956977,-0.527287,1.5926,1.8889,3.4815,0.6296,0.4815,0.5185,6.7407,PF/C,1.17329,2000-12-19,2026
Jahari Long,George Mason,A10,31,84.1,114.5,19,52.8,57.01,1.6,10.1,23.1,17,69,86,0.802,75,145,0.517,44,122,0.361,0.5,1.1,32.2,Sr,6-5,2,2.4609,113.421,2.3,2026,72254,"Houston, TX",52.4,2.22816076,55,87,20,58,0.6322,0.3448,0,0,,,108.2,107.256,3.16384,152.88,1.499,1.57782,-0.0788142,1.55173,33.6219,1.05145,0.500278,0.4062,3.0000,3.4062,3.9688,0.6250,0.1562,11.7500,Scoring PG,7.19231,2001-10-15,2026
Javon Cooley,Pepperdine,WCC,30,75.1,103.8,19.1,47.7,53.2,3.1,15.1,7.4,14,77,91,0.846,74,146,0.507,40,135,0.296,1,2,32.4,Sr,6-5,23,1.35612,105.358,2.6,2026,72291,"Chicago, IL",,0.78260870,53,84,21,62,0.6310,0.3387,6,6,1.0000,,113.288,111.767,2.35379,158.644,-1.57191,-0.591082,-0.980828,-1.14727,30.1469,-0.580519,-0.566752,0.8125,3.8750,4.6875,1.1250,1.0312,0.2812,11.4375,Wing G,8.58502,2001-10-15,2026
Toneari Lane,San Diego,WCC,31,67.1,117.3,16.7,57,58.99,2.2,6.8,5.4,7.9,32,38,0.842,42,94,0.447,75,177,0.424,0.6,1.2,14,Sr,6-5,1,2.07772,114.646,1.8,2026,72294,"Atlanta, GA",39.4,1.09089543,21,44,21,50,0.4773,0.4200,0,0,,,118.637,117.881,1.53441,105.25,-0.920856,1.74167,-2.66252,0.596794,26.7697,2.70284,-2.10605,0.5152,1.4545,1.9697,0.7273,0.6364,0.1212,11.3030,Wing G,12.2977,2001-10-15,2026
Trae Broadnax,Rice,Amer,29,77,108.9,26.9,48.3,53.56,3.3,15.8,23.5,16.8,105,132,0.795,120,242,0.496,37,121,0.306,1.1,2.4,36.4,Sr,6-4,12,2.749,118.072,3.7,2026,72299,"Savannah, GA",,1.42256481,50,85,70,157,0.5882,0.4459,0,0,,,111.401,111.566,2.43464,158.43,1.7927,2.1179,-0.3252,2.36778,30.5839,2.29315,0.074632,1.0000,4.2258,5.2258,3.2581,1.2258,0.2903,15.5806,Combo G,7.92932,2001-10-15,2026
Jeremiah Williams,Georgetown,BE,33,49.8,98.7,20.1,43.6,47.18,3,7.6,27.3,20,38,56,0.679,60,147,0.408,12,32,0.375,2.1,2.5,31.3,Sr,6-4,25,0.765368,103.428,3.6,2026,72301,"Chicago, IL",1.4,2.13339691,33,74,27,73,0.4459,0.3699,1,2,0.5000,,109.262,105.429,1.99764,107.194,-0.221981,-1.1568,0.934815,0.146205,20.1333,-1.20244,1.34864,0.5152,1.3636,1.8788,2.9091,0.8485,0.3636,5.8788,Scoring PG,2.86524,2001-10-15,2026
Keishon Porter,Evansville,MVC,14,26.6,83.9,22.8,38.5,43.38,3.7,10.7,12.8,17,25,37,0.676,31,70,0.443,5,30,0.167,1.1,1.5,37,Sr,6-5,1,-0.317816,88.3586,4.2,2026,72323,"Pinetops, NC",,0.86956522,19,34,12,36,0.5588,0.3333,5,7,0.7143,,117.372,115.002,1.54114,48.4719,-7.13776,-4.52659,-2.61117,-6.21741,22.0313,-4.68248,-1.53493,0.8125,2.0625,2.8750,1.2500,0.5000,0.1875,6.8750,Wing G,5.53463,2001-10-15,2026
Alec Oglesby,Middle Tennessee,CUSA,28,56.9,115.5,14.9,57.1,58.56,2.1,6.8,6.3,11.9,25,36,0.694,16,40,0.4,56,135,0.415,0.3,1.8,20.6,Sr,6-5,0,1.31964,108.496,2.6,2026,72343,"Gainesville, FL",,1.23814287,11,23,5,17,0.4783,0.2941,0,0,,,113.357,112.167,1.81205,92.8638,0.212068,1.34418,-1.13211,-0.273655,24.0567,0.241307,-0.514962,0.4667,1.4333,1.9000,0.8667,0.7667,0.0667,8.2667,Combo G,11.9798,2001-09-13,2026
Tegra Izay,Southern Miss,SB,33,26.1,118.2,12.8,60,61.39,9.7,21.1,4.7,15.5,31,51,0.608,27,45,0.6,0,0,0,8.9,1.3,113.3,Sr,7-0,22,0.466729,105.24,5.4,2026,72357,"Montreal, Canada",20.8,0.62502733,23,33,4,12,0.6970,0.3333,8,10,0.8000,,102.577,104.709,1.07303,73.6261,1.50496,-2.13437,3.63933,0.959818,11.0200,-1.23039,2.19021,1.0571,2.0286,3.0857,0.2857,0.2571,0.8571,2.8286,C,0,2001-10-15,2026
Latrell Wrightsell Jr.,Alabama,SEC,23,49.7,121.1,19.7,53.6,56.29,1.5,9.3,12.8,7.9,39,48,0.813,36,71,0.507,65,178,0.365,0.1,2.2,19.3,Sr,6-3,3,3.37749,128.76,2.9,2026,72358,"Omaha, NE",,2.61116788,20,37,16,34,0.5405,0.4706,0,0,,,113.497,102.924,2.91477,101.949,5.84131,5.69488,0.146429,5.81224,27.0217,4.38625,1.42598,0.3913,2.6522,3.0435,2.0435,1.0870,0.0435,13.3043,Combo G,15.3644,2001-10-15,2026
Isaiah Cottrell,Southern Utah,WAC,29,65.7,96.8,19.5,43.7,48.22,6,18.3,9.7,16.2,60,87,0.69,80,169,0.473,11,52,0.212,4.7,1.2,39.4,Sr,6-11,0,0.551821,98.4026,2.7,2026,72399,"Las Vegas, NV",85.2,0.97730905,68,120,12,49,0.5667,0.2449,21,29,0.7241,,111.538,112.961,1.94932,145.484,-1.64538,-2.18759,0.542214,-1.84483,25.4094,-1.61889,-0.22594,1.4375,4.3438,5.7812,1.3438,0.5312,1.4062,8.7812,PF/C,3.81712,2001-10-15,2026
Nijel Pack,Oklahoma,SEC,33,73.8,124,23.8,61.3,62.89,2,9.7,20.3,15.2,44,52,0.846,83,162,0.512,111,245,0.453,1,1.4,12.8,Sr,5-10,9,4.27392,134.065,2.8,2026,72421,"Indianapolis, IN",78.4,1.65572087,21,37,62,125,0.5676,0.4960,0,1,0.0000,,115.446,109.005,2.59643,139.94,5.22462,6.22563,-1.001,7.28511,29.7485,7.40937,-0.12426,0.5152,2.5758,3.0909,3.0606,0.6970,0.2727,16.4545,Combo G,14.5549,2001-05-22,2026
Andre Henry,UC Irvine,BW,28,51.4,112.1,19.3,52.7,56.45,1.1,10.3,8.9,10.3,48,59,0.814,65,122,0.533,34,98,0.347,0.3,2.2,26.8,Sr,6-4,4,1.41056,110.824,2.6,2026,72423,"La Canada Flintridge, CA",49.0,1.27275038,27,40,38,82,0.6750,0.4634,0,0,,,99.5702,100.557,2.5798,109.849,0.488989,0.153529,0.33546,1.92074,22.2964,0.24663,1.67411,0.2143,2.3214,2.5357,1.0000,0.8571,0.0714,10.0000,Wing G,8.84669,2001-10-15,2026
Josh Taylor,East Texas A&M,Slnd,30,41.7,98.2,17.9,53.3,53.98,9.8,13.3,9.4,21.5,19,34,0.559,52,96,0.542,8,24,0.333,4.2,1.2,28.3,Sr,6-8,10,0.172464,95.3309,3.6,2026,72433,"Atlanta, GA",,0.72730795,46,71,6,25,0.6479,0.2400,11,14,0.7857,,111.884,113.56,1.20202,82.3723,-2.51295,-3.16856,0.655614,-3.64953,16.7188,-2.66708,-0.982455,1.4375,2.1250,3.5625,0.7500,0.3125,0.6562,5.0625,PF/C,2.79903,2001-11-11,2026
Chad Baker-Mazara,USC,B10,25,59.1,114.1,27.6,53.5,59.95,2.1,13.4,19.8,16.4,115,128,0.898,85,170,0.5,60,157,0.382,4.7,1.4,39.1,Sr,6-7,4,3.8193,129.911,3.5,2026,72450,"Santo Domingo, Dominican Republic",,1.18029158,38,57,47,113,0.6667,0.4159,8,9,0.8889,,109.087,102.964,3.19106,131.737,5.60013,3.6928,1.90733,7.97566,29.6308,6.05872,1.91694,0.5769,3.6538,4.2308,2.7692,0.7308,1.2692,18.4615,Stretch 4,11.8479,2000-01-27,2026
Dante Harris,Tennessee St.,OVC,29,82.2,104.9,21.1,43.4,47.74,2.8,9.5,24.8,15.7,72,101,0.713,110,258,0.426,15,47,0.319,0,2.8,33.1,Sr,6-0,10,1.24477,103.262,2.5,2026,72478,"Washington, DC",19.0,2.33868384,53,102,57,156,0.5196,0.3654,1,1,1.0000,,106.695,113.606,2.36578,158.473,-2.45394,-0.77173,-1.68221,-2.30656,32.2219,-1.52007,-0.786491,0.9062,2.7812,3.6875,4.5312,1.6562,0.0000,11.6875,Scoring PG,2.78089,2001-10-15,2026
Jay Rodgers,Central Connecticut,NEC,28,74.9,106.8,25.8,48.2,53.29,0.3,8.2,45.8,21.7,67,82,0.817,73,162,0.451,32,89,0.36,0.3,0.8,32.7,Sr,6-3,1,1.80274,109.681,1.7,2026,72501,"Pickerington, OH",,2.57498049,33,65,40,97,0.5077,0.4124,0,0,,,115.936,124.073,1.06887,103.525,-5.61431,-0.0621268,-5.55218,-3.56219,29.2700,0.628451,-4.19064,0.1000,2.1000,2.2000,6.8667,0.4000,0.0667,11.0333,Pure PG,6.48581,2001-10-15,2026
Jalen Speer,Marshall,SB,31,82,110.7,26.1,48.8,52.37,1.5,11.6,29.7,15.8,76,92,0.826,75,183,0.41,89,244,0.365,0.2,1.9,21.5,Sr,6-1,50,2.75734,116.551,3,2026,72504,"Gainesville, FL",,2.30265266,26,51,49,132,0.5098,0.3712,1,1,1.0000,,112.875,114.459,2.26485,167.905,-0.966532,2.24099,-3.20753,0.52132,32.5188,2.35648,-1.83516,0.4062,3.6875,4.0938,5.4688,1.0938,0.0938,15.6562,Scoring PG,13.6218,2001-10-15,2026
Saba Gigiberia,San Francisco,WCC,26,12,94.8,25.8,43.1,41,19.6,28.3,16.7,15,6,21,0.286,22,50,0.44,0,1,0,3.4,1.6,41.2,Sr,7-2,10,0.219364,103.075,4.4,2026,72520,"Tbilisi, Georgia",61.0,1.33348328,18,35,4,15,0.5143,0.2667,7,9,0.7778,,103.322,102.738,0.646434,33.5123,-0.756703,-2.42334,1.66664,-2.2559,6.1296,-1.48119,-0.774709,1.0370,1.5556,2.5926,0.5926,0.1481,0.2593,2.1481,C,0.388032,2001-10-01,2026
DA Houston,Texas A&M Corpus Chris,Slnd,25,44.6,96.2,26.2,49.1,52.7,1.6,6.1,29.2,24.6,50,76,0.658,41,93,0.441,27,73,0.37,1.4,1.6,45.8,Sr,6-2,0,0.739517,102.657,5.2,2026,72521,"Houston, TX",,1.35483171,31,65,10,28,0.4769,0.3571,0,0,,,107.651,108.618,1.84572,74.2807,-3.16156,-1.47723,-1.68432,-2.24104,20.4963,-1.13027,-1.11077,0.2593,1.2222,1.4815,3.1111,0.5926,0.2593,8.1852,Pure PG,8.37923,2001-12-26,2026
Terren Frank,Campbell,CAA,7,4,80.4,15.6,33.3,37.24,4.4,7.1,10.5,21.3,2,3,0.667,4,11,0.364,0,1,0,1.9,2.2,25,Sr,6-8,15,-0.442078,74.9642,7.8,2026,72526,"Los Angeles, CA",68.4,1.00000000,3,4,1,7,0.7500,0.1429,0,0,,,113.267,116.741,0.447742,8.33547,-6.43041,-5.72389,-0.706525,-8.39255,7.3286,-7.41167,-0.980881,0.2857,0.4286,0.7143,0.4286,0.2857,0.1429,1.4286,Wing F,1.10943,2000-12-06,2026
Tyon Grant-Foster,Gonzaga,WCC,33,53.7,106.8,26.2,50.9,53.22,8.5,17.1,8.7,14,83,138,0.601,120,221,0.543,16,62,0.258,6.3,2,48.8,Sr,6-7,7,1.85912,117.302,3.5,2026,72539,"Kansas City, KS",,0.82609940,104,169,16,52,0.6154,0.3077,40,48,0.8333,,91.5224,87.8625,3.46326,156.983,4.46031,-0.177026,4.63733,4.53101,21.5515,1.49802,3.033,1.5758,3.4545,5.0303,1.1515,0.7576,1.0909,11.2424,PF/C,4.93711,2000-03-05,2026
Monty Bowser,Cal Baptist,WAC,13,8.8,105.2,12.6,43.8,48.56,2,16.3,3.3,12.8,6,8,0.75,3,7,0.429,5,17,0.294,0,2.2,33.3,Sr,6-7,10,0.0570364,94.289,2.2,2026,72614,"Charlotte, NC",78.0,0.66637779,3,6,0,1,0.5000,0.0000,1,1,1.0000,,98.4019,99.8226,1.01465,20.7368,-0.492739,-2.03943,1.54669,-0.791567,8.4692,-2.97727,2.18571,0.1538,1.2308,1.3846,0.1538,0.3077,0.0000,2.0769,Wing G,9.13016,2001-10-15,2026
Vukasin Masic,San Francisco,WCC,32,53.5,98,15.5,47,48.62,0.7,8,16.3,19.1,16,23,0.696,32,59,0.542,31,108,0.287,0.3,0.5,13.8,Sr,6-5,7,0.149224,94.3579,1.6,2026,72621,"Belgrade, Serbia",,1.97059095,21,34,11,25,0.6176,0.4400,0,0,,,115.512,113.575,1.54243,86.1846,-3.58521,-1.46477,-2.12043,-3.12111,21.6000,-1.71868,-1.40243,0.1212,1.5152,1.6364,2.0303,0.1818,0.0606,5.3333,Combo G,9.39981,2001-06-14,2026
Yame Butler,Butler,BE,31,32.7,109.2,16.3,50.5,54.37,2.7,7.4,17.6,18.2,26,35,0.743,35,64,0.547,11,38,0.289,2.2,1.7,34.3,Sr,6-5,8,0.74386,108.237,4.5,2026,72635,"Greenbelt, MD",,1.90897563,24,44,11,20,0.5455,0.5500,0,0,,,111.812,107.554,1.25445,66.5274,0.573602,0.386868,0.186734,0.259896,13.7097,-0.967364,1.22726,0.3226,0.9032,1.2258,1.3548,0.4194,0.2903,4.1613,Combo G,5.0978,2001-10-15,2026
