Year,Pick,Class,DD Age,Height,Player,Team,Conference,Role,All-Rookie,All-Defense,All-NBA,RAPM,O SOS,D SOS,NET SOS,O Possessions,D Possessions,Games Played,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,NetRtg,eFG,TS,OR,DR,Usg,Ast,Ast/Usg,TO,TOV/Usg,A:U x TO:U,A/TO,Blk,Stl,STOCK%,FC/40,Dunk FGM,Dunk FGA,Dunk%,Dunk Freq,Dunk Ast'd  %,Rim FGM,Rim FGA,Rim%,Rim Freq,rim diff vs T100,Rim Ast'd %,Far2 FGM,Far2 FGA,Far2%,Far2 Freq,Far2 Ast'd %,FTM,FTA,FT%,FTR,2PT FGM,2PT FGA,2PT%,2PT Freq,3PR,3P/100,3PT FGM,3PT FGA,3PT%,Three Ast'd %,TOT FGA,Total Ast'd %,Moreyball,FTA/100,Dunks/100,Rim Attmepts/100,Far 2 Attempts/100,Unassited Rim Makes/100,Unassited Far 2 Makes/100,Unassited 3 Makes/100,Unassited Points/100,Rim:NonRim,vs T100,Games Played vs T100,Min% vs T100,PRPG! vs T100,D-PRPG vs T100,BPM vs T100,OBPM vs T100,DBPM vs T100,ORtg vs T100,D-Rtg vs T100,NetRtg vs T100,eFG vs T100,TS vs T100,OR vs T100,DR vs T100,Usg vs T100,Ast vs T100,Ast/Usg vs T100,TO vs T100,A/TO vs T100,Blk vs T100,Stl vs T100,FTR vs T100,FC/40 vs T100,Dunk FGM vs T100,Dunk FGA vs T100,Dunk% vs T100,Dunk Freq vs T100,Rim FGM vs T100,Rim FGA vs T100,Rim% vs T100,Rim Freq vs T100,Far2 FGM vs T100,Far2 FGA vs T100,Far2% vs T100,Far2 Freq vs T100,FTM vs T100,FTA vs T100,FT% vs T100,2PT FGM vs T100,2PT FGA vs T100,2PT% vs T100,2PT Freq vs T100,3PR vs T100,3P/100 vs T100,3PT FGM vs T100,3PT FGA vs T100,3PT% vs T100,Total FGA vs T100,COMBINE,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME,BMI,PLAYTYPE,off_style_rim_attack,Rim Attack Vol,Rim Attack PPP,_off_style_attack_kick,Attack & Kick Vol,Attack & Kick PPP,pctile_off_style_perimeter_sniper,Ast 3 Vol,Ast 3 PPP,off_style_dribble_jumper_pct,OTD 3 Vol,OTD 3 PPP,off_style_mid_range_pct,Mid Range Vol,Mid Range PPP,pctile_off_style_hits_cutter_pct,Hits Cutter Vol,Hits Cutter PPP,pctile_off_style_perimeter_cut_pct,Perimeter Cutter Vol,Perimeter Cutter PPP,pctile_off_style_pnr_passer_pct,PNR Passer Vol,PNR Passer PPP,pctile_off_style_big_cut_roll_pct,PnR Roller Vol,PnR Roller PPP,pctile_off_style_post_up_pct,Post Up Vol,Post Up PPP,pctile_off_style_post_kick_pct,Inside Out Vol,Inside Out PPP,pctile_off_style_pick_pop_pct,Pick & Pop Vol,Pick & Pop PPP,pctile_off_style_high_low_pct,High Low Vol,High Low PPP,pctile_off_style_reb_scramble_pct,Reb & Scramble Vol,Reb & Scramble PPP,transition_pct,Transition Vol,Transition PPP,pctile_off_style_rim_attack_pct,Rim Attack Vol%,Rim Attack PPP%,pctile_off_style_attack_kick_pct,Attack & Kick Vol%,Attack & Kick PPP%,pctile_off_style_perimeter_sniper_pct,Ast 3 Vol%,Ast 3 PPP%,pctile_off_style_dribble_jumper_pct,OTD 3 Vol%,OTD 3 PPP%,pctile_off_style_mid_range_pct,Mid Range Vol%,Mid Range PPP%,pctile_off_style_hits_cutter_pct.1,Hits Cutter Vol%,Hits Cutter PPP%,pctile_off_style_perimeter_cut_pct.1,Perimeter Cutter Vol%,Perimeter Cutter PPP%,pctile_off_style_pnr_passer_pct.1,PNR Passer Vol%,PNR Passer PPP %,pctile_off_style_big_cut_roll_pct.1,PnR Roller Vol%,PnR Roller PPP%,pctile_off_style_post_up_pct.1,Post Up Vol%,Post Up PPP%,pctile_off_style_post_kick_pct.1,Inside Out Vol%,Inside Out PPP%,pctile_off_style_pick_pop_pct.1,Pick & Pop Vol%,Pick & Pop PPP%,pctile_off_style_high_low_pct.1,High Low Vol%,High Low PPP%,pctile_off_style_reb_scramble_pct.1,Reb & Scramble Vol%,Reb & Scramble PPP%,transition_pct.1,Transition Vol%,Transition PPP%,DOB,stops,pfr,adrtg,adjoe,Hometown,rec_rank,adjusted pace,mp
2017,52,So,21.4761,78,Edmond Sumner,Xavier,BE,Scoring PG,No,No,No,,,,,1055.998103,,21,45.6,3.9,3.7,7.6,4.6,3,110.2,97.8,12.4,50.7,57,1.8,13.5,24.8,30.3,1.222,19.6,0.79,0.97,1.8,2.7,2.3,5,2.9,14,15,0.933,0.07,78.57,64,104,0.615,0.49,0.30%,39.06,17,50,0.34,0.24,11.76,100,136,0.735,64.5,89,167,0.533,0.79,0.209,3.7,12,44,0.273,83.33,211,39.78,0.699,12.87881101,1.325759957,9.848502541,4.734856991,3.693339968,1.420532855,0.1894321585,10.79604212,1.11,,13,40.3,3.8,3.4,6.2,3.9,2.3,106.1,100.3,5.8,46.8,55.9,1.6,13.2,25.1,29.4,1.171,21.4,1.6,2.9,1.5,76.6,2.7,8,9,0.889,0.07,41,67,0.612,0.54,8,33,0.242,0.27,73,95,0.768,49,100,0.49,0.81,19.4,3.2,6,24,0.25,124,,PG,76,6' 4'',77.75,6' 5.75'',176.4,81,6' 9'',102.5,8' 6.5'',8.3,8.25,9,,,,,,,21.46973684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-12-31,131.808,2.9,97.8163,122.215,"Franklin, MI",79,67.0474986,30
2013,24,Jr,22.9519,72,Shabazz Napier,Connecticut,BE,Scoring PG,No,No,No,,,,,1565.73312,,28,83.8,5.3,4.3,8.5,6,2.5,115.3,92.8,22.5,54.4,59.8,1.7,11.6,24.2,27.9,1.153,16.3,0.67,0.77,1.9,0.3,3.3,3.6,2.2,0,0,0,0,0,46,70,0.657,0.21,3.80%,23.91,32,91,0.352,0.27,25,118,144,0.819,43.5,78,160,0.487,0.48,0.517,10.1,68,171,0.398,75,331,47.95,0.727,9.196969661,0,4.470749141,5.811973883,2.235463985,1.532828277,1.085753363,10.79384461,0.27,,17,85.5,5.8,4.1,8.7,6.6,2.1,113.8,94.7,19.1,56.1,60.1,1.8,9.2,24.6,29.2,1.187,17.5,1.8,0,3.1,39,2.5,0,0,0,0,26,42,0.619,0.2,20,50,0.4,0.24,62,80,0.775,46,91,0.505,0.44,55.6,11.2,46,114,0.404,205,,PG,71,5' 11'',73,6' 1'',175.2,75.25,6' 3.25'',93,7' 9'',7.35,8.25,8.5,,30.5,37.5,11.6,3.2,3.13,24.43277128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-14,190.602,2.2,92.7983,127.703,"Groton, MA",83.8,64.0064099,34.9459
2018,55,So,21.8567,74,Kyle Guy,Virginia,ACC,Combo G,No,No,No,,,,,1269.230085,,34,80.7,3.1,4.6,5.3,3.2,2.2,105.2,88.9,16.3,51.2,53.1,1.5,8.6,24,9.9,0.412,10.5,0.44,0.18,1.2,0.1,2.1,2.2,1.5,2,2,1,0,50,41,87,0.471,0.2,4.20%,14.63,54,130,0.415,0.3,46.3,42,51,0.824,11.9,95,217,0.438,0.51,0.494,12.8,83,212,0.392,96.39,429,62.36,0.694,4.018183984,0.1575758425,6.85454915,10.24242976,2.757711184,2.284692141,0.2360722485,10.79302339,0.25,,23,85.5,3,5,4.5,2.7,1.8,100.4,87.9,12.5,49,50.7,1.6,9.2,24.2,10.2,0.421,11.1,1.1,0.2,1.5,9,1.3,2,2,1,0.01,24,56,0.429,0.18,41,97,0.423,0.31,24,28,0.857,65,153,0.425,0.49,50.6,13.2,58,157,0.369,310,,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8,8.75,4,30.5,36.5,10.48,3.27,3.07,22.28852281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-11,166.206,1.5,88.8566,115.55,"Indianapolis, IN",92.8,59.2697269,25.1935
2012,19,So,22.7082,77,Jerian Grant,Notre Dame,BE,Pure PG,No,No,No,,,,,1327.724975,,34,89.3,3.9,3.8,5,3.3,1.7,110.9,97.3,13.6,46.8,53.4,1.8,7.5,21.2,29.5,1.392,15.6,0.74,1.03,2.7,0.5,2.3,2.8,1.9,6,8,0.75,0.02,83.33,46,88,0.523,0.27,5.60%,30.43,21,77,0.273,0.24,47.62,113,138,0.819,42.3,67,165,0.406,0.51,0.494,8.5,57,161,0.354,66.67,326,50,0.764,10.39371877,0.4519008162,6.627878637,5.799393807,2.410303383,0.8284697663,1.430876149,10.77017475,0.37,,20,91.3,3.6,4,4.5,3,1.5,101,96.2,4.8,41.6,48.1,1.8,5.9,23.5,32.1,1.366,16.5,2.3,0.4,2.5,37.7,2.1,2,3,0.667,0.01,28,60,0.467,0.28,9,46,0.196,0.21,65,81,0.802,37,106,0.349,0.49,50.7,9.8,35,109,0.321,215,,PG,75.25,6' 3.25'',76.25,6' 4.25'',198,79.5,6' 7.5'',100,8' 4'',5.6,8.25,8.5,,,,,,,24.58145054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-10-09,184.449,1.9,97.2513,117.103,"Hyattsville, MD",78,60.9047176,25.6471
2010,8,So,20.6904,81,Al-Farouq Aminu,Wake Forest,ACC,PF/C,No,No,No,,,,,1662.111709,,31,76.4,3.4,4.4,6.4,4.1,2.2,101.8,86,15.8,47.1,52.4,14.6,20.5,27.8,9.1,0.327,20.6,0.74,0.24,0.4,4.5,2.6,7.1,3.8,46,48,0.958,0.13,67.39,112,173,0.647,0.46,5.00%,44.64,37,135,0.274,0.36,29.73,139,199,0.698,53.2,149,308,0.484,0.82,0.176,3.8,18,66,0.273,94.44,374,46.71,0.636,11.97272114,2.767563681,10.40844602,8.122197759,3.730387053,1.564269108,0.06021255939,10.76995,0.86,,22,78.6,3.1,4.2,5,3,1.9,96.9,88.9,8,44.7,50.3,12.9,19.8,27,6.6,0.244,21.2,0.3,4.5,2.4,53.8,4,30,31,0.968,0.12,74,124,0.597,0.47,27,97,0.278,0.36,98,143,0.685,101,221,0.457,0.83,16.9,3.6,12,45,0.267,266,,SF,79.25,6' 7.25'',80.5,6' 8.5'',216,87.25,7' 3.25'',108.5,9' 0.5'',8.2,9.5,9.5,13,27,33.5,11.29,3.3,,24.17745226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-10-15,237.061,3.8,85.9556,117.633,"Norcross, GA",98.4,68.5407385,31.2903
2014,19,Jr,22.7082,77,Jerian Grant,Notre Dame,ACC,Pure PG,No,No,No,,,,,669.0613296,,12,32.7,6.6,3,9.6,7.5,2.1,132.3,105.7,26.6,59,65.5,1.1,7.5,25.3,36.5,1.443,12.7,0.5,0.72,3.4,1,3.5,4.5,2.2,10,11,0.909,0.08,40,34,46,0.739,0.33,7.20%,47.06,18,44,0.409,0.32,16.67,64,74,0.865,53.2,52,90,0.578,0.65,0.353,7.2,20,49,0.408,90,139,51.39,0.683,11.06027157,1.494631293,6.875303947,6.576377688,2.690276542,2.241857261,0.2989262586,10.76104638,0.49,,4,19.9,5.9,3.3,4.2,3.9,0.3,114.2,105.9,8.3,44,56,2.4,5.7,25.8,36.4,1.411,17.6,2.5,1.4,2.5,71.4,3.1,1,1,1,0.02,6,9,0.667,0.21,8,21,0.381,0.5,26,30,0.867,14,30,0.467,0.71,28.6,4.9,3,12,0.25,42,,PG,75.25,6' 3.25'',76.25,6' 4.25'',198,79.5,6' 7.5'',100,8' 4'',5.6,8.25,8.5,,,,,,,24.58145054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-10-09,71.7189,2.2,105.693,141.48,"Hyattsville, MD",78,62.6755931,35.5833
2016,30,Jr,22.2975,77,Josh Hart,Villanova,BE,Wing F,No,No,No,,,,,2063.128209,,40,78.2,4.5,4.5,8.6,5.9,2.7,117.7,88.1,29.6,57.5,60.2,7.6,17.1,23.5,12.4,0.528,13.3,0.57,0.3,1.2,0.9,2.2,3.1,2.8,16,16,1,0.04,50,115,155,0.742,0.35,-0.30%,46.96,60,139,0.432,0.31,31.67,103,137,0.752,30.6,175,294,0.595,0.66,0.344,7.3,55,154,0.357,89.09,448,53.04,0.694,6.640401667,0.7755213626,7.5128632,6.737341837,2.956481314,1.987176551,0.290844746,10.75984997,0.53,,26,80,5.2,4.3,8.4,6,2.4,118.5,91.5,27,58.5,61.8,7.6,17.1,24.1,12.4,0.515,13.7,1.1,0.8,1.9,31.4,3,12,12,1,0.04,79,106,0.745,0.36,43,97,0.443,0.33,73,92,0.793,122,203,0.601,0.69,30.7,6.4,33,90,0.367,293,,SG-SF,75.75,6' 3.75'',77,6' 5'',209.2,80.25,6' 8.25'',101,8' 5'',5.8,8.5,9.5,9,27.5,35.5,11.15,3.18,3.02,25.6301844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-03-06,251.388,2.8,88.1379,129.415,"Washington, DC",84.4,65.7570744,31.375
2013,56,Sr,22.6753,72,Peyton Siva,Louisville,BE,Pure PG,No,No,No,,,,,1699.145984,,40,76.7,3,4.7,6.2,2,4.1,105,83.4,21.6,45.9,51.3,1.1,7.6,21.1,34.3,1.626,24,1.14,1.85,2.2,0.6,4.3,4.9,3.3,7,8,0.875,0.02,85.71,75,125,0.6,0.36,-1.20%,28,26,86,0.302,0.25,3.85,85,98,0.867,28.5,101,212,0.476,0.62,0.384,6.3,38,132,0.288,78.95,344,37.41,0.744,5.767603308,0.4119716649,7.356636872,5.061366168,3.178067129,1.471268521,0.4707659067,10.71096902,0.57,,27,78.8,2.9,4.5,4.8,1.4,3.4,101,86.4,14.6,44.2,49.3,0.7,8.3,21.6,32,1.481,22.5,2,0.5,4,28.6,3.4,4,5,0.8,0.02,52,85,0.612,0.34,22,70,0.314,0.28,59,72,0.819,74,155,0.477,0.62,38.5,6.7,25,97,0.258,252,,PG,71.5,5' 11.5'',73,6' 1'',180.6,75,6' 3'',93,7' 9'',6.05,8,9.75,15,33.5,41.5,10.59,3.16,2.93,24.83481833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-10-24,239.991,3.3,83.3927,113.022,"Seattle, WA",93.4,65.7984388,25.8235
2016,57,So,21.9498,81,Kevin Hervey,UT Arlington,SB,PF/C,No,No,No,,,,,842.4372493,,15,33.3,3.3,3.7,7.1,5.5,1.6,110.2,94.8,15.4,51.2,55.2,7.5,26.5,27.6,20.5,0.743,16,0.58,0.43,1.2,3.2,1.2,4.4,2.2,7,7,1,0.03,71.43,35,47,0.745,0.22,34.50%,51.43,35,80,0.438,0.37,45.71,55,72,0.764,33.3,70,127,0.551,0.59,0.412,10.6,27,89,0.303,77.78,216,56.7,0.632,8.546630631,0.8309224225,5.579050551,9.496256257,2.017895103,2.255538916,0.7121479974,10.68331203,0.28,,3,48.8,3.8,4,7,6.7,0.3,101.2,93.9,7.3,36.3,45.5,12.1,22.4,30.6,18.8,0.614,13.1,1,1.3,1.2,39.2,2.4,1,1,1,0.02,4,10,0.4,0.2,10,20,0.5,0.39,18,20,0.9,14,30,0.467,0.59,41.2,12,3,21,0.143,51,,PF,78.5,6' 6.5'',79.75,6' 7.75'',211.6,87.5,7' 3.5'',107,8' 11'',5.15,9.25,10.25,4,27.5,32,11.28,3.36,3.15,24.13968924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-07-09,108.335,2.2,94.7707,119.84,"Arlington, TX",,72.2679345,31.0857
2013,51,Fr,21.9388,76,Tyler Harvey,Eastern Washington,BSky,Scoring PG,No,No,No,,,,,768.233507,,21,23.4,1.4,1,3.6,3.4,0.2,111.7,105.6,6.1,62.6,61.1,2.9,14.3,23.7,26.3,1.11,17.5,0.74,0.82,1.5,0.9,3,3.9,4.2,0,0,0,0,0,22,28,0.786,0.25,28.60%,13.64,13,30,0.433,0.27,0,10,23,0.435,20.7,35,58,0.603,0.52,0.477,10.4,23,53,0.434,73.91,111,34.48,0.727,2.99388139,0,3.644725171,3.905062683,2.473102231,1.692193829,0.7811036547,10.67390308,0.34,,5,30,1.4,0.9,6.7,4.2,2.4,114.3,105,9.3,68.4,67,4.6,19.5,19.8,8.3,0.419,19.4,0.5,0,2.9,21.1,4.7,0,0,0,0,3,6,0.5,0.32,1,3,0.333,0.16,2,4,0.5,4,9,0.444,0.47,52.6,9.6,6,10,0.6,19,,SG,74.75,6' 2.75'',76,6' 4'',181.4,77.5,6' 5.5'',98.5,8' 2.5'',9.2,7.75,8.75,1,26,28.5,10.56,3.44,2.93,22.82286775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-07-17,57.8271,4.2,105.581,113.589,,,67.1239412,21.8
2016,21,Fr,22.7493,80,Brandon Clarke,San Jose St.,MWC,C,Yes,No,No,,,,,960.4678871,,28,59.3,2.1,2.4,5.8,3.6,2.2,117.1,100.9,16.2,62.5,61.9,9.8,16.7,17.6,13.6,0.773,14.5,0.82,0.63,1.3,5.9,1.8,7.7,2.9,21,21,1,0.13,85.71,74,96,0.771,0.62,3.00%,51.35,22,54,0.407,0.35,31.82,50,88,0.568,56.4,96,150,0.64,0.96,0.038,0.5,1,6,0.167,100,156,47.42,0.658,9.162201171,2.18643437,9.99512855,5.62225981,3.748277322,1.56169719,0,10.61994902,1.6,,7,65,4,2.1,7.4,6,1.4,126.8,106.4,20.4,66.7,64.5,12.5,18,18.2,13.8,0.758,10.3,1.7,5.1,0.6,57.8,3.3,5,5,1,0.11,20,27,0.741,0.6,10,18,0.556,0.4,14,26,0.538,30,45,0.667,1,0,0,0,0,0,45,,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102,8' 6'',4.9,8.25,9.5,10,34,40.5,10.61,3.15,3.05,23.19244494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-09-19,137.088,2.9,100.927,113.785,"Phoenix, AZ",,69.6860278,19.6897
2016,42,Fr,19.8936,82,Thomas Bryant,Indiana,B10,C,No,No,No,,,,,1121.823077,,35,56.3,3.5,2.7,6.5,4.6,1.9,125.7,95.4,30.3,69.3,70.4,11.2,19,22.1,8.1,0.367,19.2,0.87,0.32,0.6,4.1,1.2,5.3,5,47,51,0.922,0.22,82.98,132,176,0.75,0.77,6.50%,64.39,20,39,0.513,0.17,45,96,136,0.706,59.1,152,215,0.707,0.93,0.065,1.1,5,15,0.333,80,230,62.42,0.835,12.12312376,4.189608947,15.6887484,3.47648402,4.190072478,0.9805467748,0.08914061589,10.60866035,3.26,,15,60.7,4.2,2.8,7.5,5.4,2.1,124.9,96.9,28,60.3,63.5,9.6,20.4,22.2,10.3,0.464,13.9,1,4.5,1.3,54.5,4.6,17,20,0.85,0.18,50,73,0.685,0.65,13,28,0.464,0.25,44,61,0.721,63,101,0.624,0.9,9.8,1.8,3,11,0.273,112,,PF-C,81.5,6' 9.5'',82.75,6' 10.75'',247.8,90,7' 6'',112.5,9' 4.5'',9.4,9.5,10.25,7,25.5,33,11.42,3.37,3.12,26.22656479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-07-31,155.714,5,95.3664,132.816,"Rochester, NY",96.2,68.6064758,18.6875
2015,56,Fr,20.8765,79,Daniel Hamilton,Connecticut,Amer,Stretch 4,No,No,No,,,,,1702.841217,,35,78.3,2,4.2,3.7,1.6,2.1,96.1,90.4,5.7,44.3,46.8,4.3,24.1,25.1,26.3,1.048,19,0.76,0.8,1.6,1.3,1.9,3.2,3.1,6,6,1,0.02,66.67,30,47,0.638,0.13,12.10%,20,63,183,0.344,0.5,14.29,56,84,0.667,23,93,232,0.401,0.63,0.366,7.9,46,134,0.343,82.61,366,38.13,0.496,4.932932042,0.3523522887,2.760092928,10.7467448,1.409409155,3.17101204,0.4697678163,10.57014584,0.15,,18,80.7,2.5,4,4,2.2,1.8,94.2,94,0.2,43.1,46.9,4,21.7,25.9,23.4,0.903,19.4,1.2,1.3,1.9,24.9,3.4,2,2,1,0.01,15,29,0.517,0.14,36,99,0.364,0.47,39,52,0.75,51,130,0.392,0.62,37.8,8.6,26,79,0.329,209,,SG-SF,78.25,6' 6.25'',80,6' 8'',197,81,6' 9'',103.5,8' 7.5'',5.95,9,8.5,,26,29,11.48,3.4,3.2,22.61793016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-08-08,228.471,3.1,90.4237,105.474,"Bellflower, CA",96.8,61.9214425,31.4286
2012,38,Fr,21.2215,77,Spencer Dinwiddie,Colorado,P12,Wing G,No,No,No,,,,,997.1037884,,34,69.1,2.6,3,4.1,2.2,1.9,110.6,96.1,14.5,49.6,57.4,2.9,11.5,19.1,12.5,0.654,15.9,0.83,0.54,1.2,1.1,1.7,2.8,3.3,1,1,1,0,0,32,66,0.485,0.28,6.00%,28.12,20,72,0.278,0.31,5,111,137,0.81,59.1,52,138,0.377,0.59,0.405,6.1,42,94,0.447,83.33,232,47.87,0.685,13.73979335,0.1002904624,6.619170518,7.220913293,2.3068411,1.905518786,0.7021736434,10.5312407,0.4,,19,72.9,2.1,3,2.6,1.4,1.2,101.6,97.9,3.7,46.4,52.8,3.2,10,19.1,13.1,0.686,16.9,1.1,0.6,1.8,50.7,3.5,1,1,1,0.01,17,40,0.425,0.29,14,48,0.292,0.35,53,70,0.757,31,88,0.352,0.64,36.2,5.4,22,50,0.44,138,,PG,76.5,6' 4.5'',78,6' 6'',204.9,80.25,6' 8.25'',103,8' 7'',5.35,8.25,9,,,,,,,24.61355889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-04-06,159.66,3.3,96.0608,112.621,"Woodland Hills, CA",73.8,64.9213172,18.069
2013,6,Fr,19.2146,82,Nerlens Noel,Kentucky,SEC,C,Yes,No,No,,,,,934.6354429,,24,57.5,2.6,5.3,11.1,3.8,7.3,109,78.9,30.1,59,58.3,10.4,22.3,18.2,9.5,0.522,19.1,1.05,0.55,0.8,13.2,3.9,17.1,3.2,48,50,0.96,0.3,64.58,76,99,0.768,0.6,12.60%,52.63,22,67,0.328,0.4,40.91,55,104,0.529,62.7,98,166,0.59,1,0,0,0,0,0,0,166,50,0.6,11.12733321,5.135692249,10.59236526,7.168570431,3.851897579,1.390895252,0,10.48558566,1.48,,11,53.5,2.1,5.1,9.5,3.3,6.2,98.1,83,15.1,50,49.6,9.6,21,18.2,7.2,0.396,16.2,0.7,10.9,4.3,55.8,3.4,23,24,0.958,0.28,34,53,0.642,0.62,9,33,0.273,0.38,22,48,0.458,43,86,0.5,1,0,0,0,0,0,86,,C,82,6' 10'',83.75,6' 11.75'',206.4,87.75,7' 3.75'',110,9' 2'',4.15,9.5,10,,,,,,,21.57929804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-04-10,227.307,3.2,78.9241,109.012,"Tilton, NH",100,66.1406921,23.5517
2014,36,So,23.5323,77,Malcolm Brogdon,Virginia,ACC,Wing G,Yes,No,No,,,,,1644.065125,,37,78.3,3.9,4.8,8.7,4.3,4.3,114.1,85.8,28.3,47.4,54.5,3.6,17.3,22.8,19.4,0.851,13.1,0.57,0.49,1.9,0.5,2.5,3,2.4,3,3,1,0.01,0,66,113,0.584,0.31,1.60%,19.7,40,131,0.305,0.36,32.5,126,144,0.875,39.7,106,244,0.434,0.67,0.328,6.7,44,119,0.37,90.91,363,44,0.638,8.758777118,0.1824745233,6.873207044,7.968054184,3.223594929,1.64227071,0.2432750345,10.46155638,0.45,,23,82.1,3.9,4.7,7.2,3.7,3.5,108,88.8,19.2,42.5,50.4,4.1,15.4,23.9,19.1,0.799,12.8,1.8,0.4,1.9,41.3,2.3,3,3,1,0.01,46,81,0.568,0.33,29,97,0.299,0.39,88,102,0.863,75,178,0.421,0.72,27.9,6,20,69,0.29,247,,SG,75.75,6' 3.75'',77.5,6' 5.5'',223,82.5,6' 10.5'',98,8' 2'',5.4,9,10.25,,30.5,35.5,10.77,3.31,2.64,27.32089447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-11,216.707,2.4,85.7657,123.975,"Norcross, GA",80.6,59.2455901,30
